model_name,total_requests,successful_requests,failed_requests,success_rate,avg_latency_ms,min_latency_ms,max_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,total_time_ms,throughput_rps
titanic_logistic_regression,50,50,0,100.0,2.4917984008789062,0.4100799560546875,85.47592163085938,0.6489753723144531,2.4966955184936523,44.96226072311385,124.58992004394531,401.3165750677424
titanic_random_forest,50,50,0,100.0,4.826960563659668,2.5339126586914062,75.39701461791992,3.106832504272461,6.5806746482849094,42.60280609130846,241.3480281829834,207.16970582453396
