model_name,total_time,avg_time_per_request,accuracy,precision,recall,f1
titanic_logistic_regression,0.11097073554992676,0.0006199482432956802,0.8100558659217877,0.7966101694915254,0.6811594202898551,0.734375
titanic_random_forest,0.026578903198242188,0.00014848549272760997,0.8044692737430168,0.7931034482758621,0.6666666666666666,0.7244094488188977
